FeatureCode,DateCode,Measurement,Units,Value,Age of Dwelling,Type Of Dwelling,Number of Bedrooms,Type Of Tenure,Household Type,Fuel Poverty
S12000047,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35,Post 1944,All,All,All,All,Fuel Poor
S12000045,2016-2018,Percent,Percent of households in extreme fuel poverty,8.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000034,2016-2018,Percent,Percent of households in extreme fuel poverty,15.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000042,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,21.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.8,Post 1944,All,All,All,All,Fuel Poor
S12000049,2016-2018,Percent,Percent of households in extreme fuel poverty,8.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000034,2013-2015,Percent,Percent of households in fuel poverty,18.8,Post 1944,All,All,All,All,Fuel Poor
S12000010,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,13.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000045,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,12.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000034,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000039,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.6,Post 1944,All,All,All,All,Fuel Poor
S12000030,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,14.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000006,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000006,2016-2018,Percent,Percent of households in extreme fuel poverty,14.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000014,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,13.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000026,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.1,Post 1944,All,All,All,All,Fuel Poor
S12000035,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2016-2018,Percent,Percent of households in extreme fuel poverty,16,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000014,2014-2016,Percent,Percent of households in fuel poverty,22.2,Post 1944,All,All,All,All,Fuel Poor
S12000033,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.6,Post 1944,All,All,All,All,Fuel Poor
S12000017,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000041,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,21.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000049,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000047,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,13.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000005,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,15.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000040,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,29,Post 1944,All,All,All,All,Fuel Poor
S12000005,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.9,Post 1944,All,All,All,All,Fuel Poor
S12000047,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.7,Post 1944,All,All,All,All,Fuel Poor
S12000020,2017-2019,Percent,Percent of households in fuel poverty,33.4,Post 1944,All,All,All,All,Fuel Poor
S12000035,2017-2019,Percent,Percent of households in fuel poverty,32,Post 1944,All,All,All,All,Fuel Poor
S12000005,2016-2018,Percent,Percent of households in fuel poverty,24.3,Post 1944,All,All,All,All,Fuel Poor
S12000013,2012-2014,Percent,Percent of households in extreme fuel poverty,25.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000041,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,2.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000019,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,15.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2014-2016,Percent,Percent of households in fuel poverty,35.7,Post 1944,All,All,All,All,Fuel Poor
S12000014,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000019,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12.9,Post 1944,All,All,All,All,Fuel Poor
S12000036,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.3,Post 1944,All,All,All,All,Fuel Poor
S12000011,2012-2014,Percent,Percent of households in extreme fuel poverty,21.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000011,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.4,Post 1944,All,All,All,All,Fuel Poor
S12000018,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,25.1,Post 1944,All,All,All,All,Fuel Poor
S12000030,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.6,Post 1944,All,All,All,All,Fuel Poor
S12000018,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000020,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,26.2,Post 1944,All,All,All,All,Fuel Poor
S92000003,2015-2017,Percent,Percent of households in fuel poverty,24.9,Post 1944,All,All,All,All,Fuel Poor
S12000047,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.1,Post 1944,All,All,All,All,Fuel Poor
S12000041,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.2,Post 1944,All,All,All,All,Fuel Poor
S12000026,2015-2017,Percent,Percent of households in fuel poverty,28.4,Post 1944,All,All,All,All,Fuel Poor
S12000036,2012-2014,Percent,Percent of households in extreme fuel poverty,11.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000049,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,19.9,Post 1944,All,All,All,All,Fuel Poor
S12000041,2015-2017,Percent,Percent of households in extreme fuel poverty,6.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000048,2015-2017,Percent,Percent of households in fuel poverty,22,Post 1944,All,All,All,All,Fuel Poor
S12000017,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.1,Post 1944,All,All,All,All,Fuel Poor
S12000021,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.7,Post 1944,All,All,All,All,Fuel Poor
S12000011,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12,Post 1944,All,All,All,All,Fuel Poor
S92000003,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000017,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.1,Post 1944,All,All,All,All,Fuel Poor
S12000039,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35.9,Post 1944,All,All,All,All,Fuel Poor
S92000003,2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.1,Post 1944,All,All,All,All,Fuel Poor
S12000019,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.9,Post 1944,All,All,All,All,Fuel Poor
S12000014,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,14.2,Post 1944,All,All,All,All,Fuel Poor
S12000019,2012-2014,Percent,Percent of households in extreme fuel poverty,10.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,10.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.8,Post 1944,All,All,All,All,Fuel Poor
S12000013,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,29.8,Post 1944,All,All,All,All,Fuel Poor
S12000021,2012-2014,Percent,Percent of households in extreme fuel poverty,14.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.7,Post 1944,All,All,All,All,Fuel Poor
S12000010,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.5,Post 1944,All,All,All,All,Fuel Poor
S12000038,2015-2017,Percent,Percent of households in fuel poverty,21,Post 1944,All,All,All,All,Fuel Poor
S12000047,2017-2019,Percent,Percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000034,2017-2019,Percent,Percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000010,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.3,Post 1944,All,All,All,All,Fuel Poor
S12000036,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.1,Post 1944,All,All,All,All,Fuel Poor
S12000036,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,15.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.3,Post 1944,All,All,All,All,Fuel Poor
S12000034,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,13.8,Post 1944,All,All,All,All,Fuel Poor
S12000020,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35.6,Post 1944,All,All,All,All,Fuel Poor
S12000018,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,41.3,Post 1944,All,All,All,All,Fuel Poor
S12000030,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35,Post 1944,All,All,All,All,Fuel Poor
S12000011,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2016-2018,Percent,Percent of households in fuel poverty,32.7,Post 1944,All,All,All,All,Fuel Poor
S12000047,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,29.4,Post 1944,All,All,All,All,Fuel Poor
S12000042,2015-2017,Percent,Percent of households in fuel poverty,25.7,Post 1944,All,All,All,All,Fuel Poor
S92000003,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,23,Post 1944,All,All,All,All,Fuel Poor
S92000003,2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,20.6,Post 1944,All,All,All,All,Fuel Poor
S12000036,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.5,Post 1944,All,All,All,All,Fuel Poor
S12000008,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,41.4,Post 1944,All,All,All,All,Fuel Poor
S12000023,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,25.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000005,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,14.5,Post 1944,All,All,All,All,Fuel Poor
S12000038,2012-2014,Percent,Percent of households in extreme fuel poverty,12.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000036,2013-2015,Percent,Percent of households in fuel poverty,26.5,Post 1944,All,All,All,All,Fuel Poor
S12000021,2015-2017,Percent,Percent of households in fuel poverty,26,Post 1944,All,All,All,All,Fuel Poor
S12000020,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.2,Post 1944,All,All,All,All,Fuel Poor
S12000011,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,19,Post 1944,All,All,All,All,Fuel Poor
S12000045,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,15.1,Post 1944,All,All,All,All,Fuel Poor
S12000008,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,25.8,Post 1944,All,All,All,All,Fuel Poor
S12000034,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.3,Post 1944,All,All,All,All,Fuel Poor
S12000033,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.3,Post 1944,All,All,All,All,Fuel Poor
S12000042,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,23.3,Post 1944,All,All,All,All,Fuel Poor
S12000027,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,26,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000040,2015-2017,Percent,Percent of households in fuel poverty,22.3,Post 1944,All,All,All,All,Fuel Poor
S12000040,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12.6,Post 1944,All,All,All,All,Fuel Poor
S12000039,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,20.9,Post 1944,All,All,All,All,Fuel Poor
S12000049,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.2,Post 1944,All,All,All,All,Fuel Poor
S12000041,2015-2017,Percent,Percent of households in fuel poverty,20,Post 1944,All,All,All,All,Fuel Poor
S12000020,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,24.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000019,2014-2016,Percent,Percent of households in extreme fuel poverty,6.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000019,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.8,Post 1944,All,All,All,All,Fuel Poor
S12000048,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,18.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000034,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,20.1,Post 1944,All,All,All,All,Fuel Poor
S12000041,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,10.4,Post 1944,All,All,All,All,Fuel Poor
S12000006,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,18.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000017,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,39.7,Post 1944,All,All,All,All,Fuel Poor
S12000026,2012-2014,Percent,Percent of households in extreme fuel poverty,14.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000010,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.3,Post 1944,All,All,All,All,Fuel Poor
S12000034,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000027,2015-2017,Percent,Percent of households in fuel poverty,27.6,Post 1944,All,All,All,All,Fuel Poor
S12000035,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,11.4,Post 1944,All,All,All,All,Extreme Fuel Poor
